ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.Hit	AOI.L.2.Hit	AOI.L.3...leak.Hit	AOI.L.4.Hit	AOI.R.1...leak.Hit	AOI.R.2.Hit	AOI.R.3.Hit	AOI.R.4.Hit	AOI.S.Hit	AOI.S.2...sen_leak.Hit	AOI.S.3.Hit	AOI.S.4.Hit	AOI.leak.Hit
Arbit	sex4	NA	64	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	64	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	64	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	65	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	21	NA	Fixation	83	632	301	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	21	NA	Fixation	83	632	301	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	21	NA	Fixation	83	632	301	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	21	NA	Fixation	83	632	301	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	21	NA	Fixation	83	632	301	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	66	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbit	sex4	NA	66	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
