ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.B.1.Hit	AOI.B.2.Hit	AOI.B.3...leak.Hit	AOI.B.4.Hit	AOI.B.5.Hit	AOI.P.1.Hit	AOI.P.2.Hit	AOI.P.3.Hit	AOI.P.4...leak.Hit	AOI.J.1.Hit	AOI.J.2.Hit	AOI.J.3...sen_leak.Hit	AOI.J.4.Hit	AOI.leak.Hit
Swathi	job0	682	NA	Fixation	133	1516	639	16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	823	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	824	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	824	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	683	NA	Fixation	133	1472	673	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	825	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	826	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	826	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	826	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	827	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	828	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	828	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	828	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	828	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	828	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	829	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	830	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	830	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	684	NA	Fixation	83	1546	460	29.48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	684	NA	Fixation	83	1546	460	29.48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	684	NA	Fixation	83	1546	460	29.48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	684	NA	Fixation	83	1546	460	29.48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	684	NA	Fixation	83	1546	460	29.48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	831	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	832	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	832	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	832	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	832	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	685	NA	Fixation	50	1512	479	2.46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	685	NA	Fixation	50	1512	479	2.46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	685	NA	Fixation	50	1512	479	2.46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	833	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	833	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	834	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	835	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	686	NA	Fixation	117	1397	600	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	836	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	837	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	687	NA	Fixation	50	1531	662	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	687	NA	Fixation	50	1531	662	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	687	NA	Fixation	50	1531	662	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	838	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	838	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	838	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	688	NA	Fixation	100	1504	652	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	839	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	839	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	839	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	840	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	840	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	840	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	841	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	842	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	842	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	842	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	689	NA	Fixation	133	1409	955	3.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	NA	843	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	843	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	843	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	843	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	690	NA	Fixation	67	1420	909	1.36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	690	NA	Fixation	67	1420	909	1.36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	690	NA	Fixation	67	1420	909	1.36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	690	NA	Fixation	67	1420	909	1.36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Swathi	job0	NA	844	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	844	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	844	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	844	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	844	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	691	NA	Fixation	184	1526	717	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	845	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	845	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	845	Saccade	50	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	692	NA	Fixation	133	1514	623	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	846	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	846	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	693	NA	Fixation	83	1388	538	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	693	NA	Fixation	83	1388	538	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	693	NA	Fixation	83	1388	538	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	693	NA	Fixation	83	1388	538	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	693	NA	Fixation	83	1388	538	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	847	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	847	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	847	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swathi	job0	NA	847	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
