ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.7.Hit	AOI.L.8.Hit	AOI.L.9.Hit	AOI.L.4...leak.Hit	AOI.L.10.Hit	AOI.P.7.Hit	AOI.P.8.Hit	AOI.P.9.Hit	AOI.P.4...leak.Hit	AOI.P.10.Hit	AOI.N.5.Hit	AOI.N.2...sen_leak.Hit	AOI.N.6.Hit	AOI.N.7.Hit	AOI.leak.Hit
Chris_Ye	mit6	NA	1	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	1	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	1	NA	Fixation	133	NA	NA	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	2	NA	Fixation	183	1027	489	18.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	3	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	3	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	NA	3	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	3	NA	Fixation	218	800	382	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	3	NA	Fixation	218	800	382	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	3	NA	Fixation	218	800	382	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	mit6	3	NA	Fixation	218	800	382	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
